--- SIMULAÇÃO DE EUROMILHÕES (5 semanas, 100 apostas p/ sem) ---

Semana 1 - Chave Sorteada: Números [15, 34, 37, 42, 50] + Estrelas [2, 7]
   Aposta 58: [14, 15, 24, 41, 45] + [4, 9] -> Sem prémio
   Aposta 59: [3, 19, 35, 40, 43] + [5, 11] -> Sem prémio
   Aposta 60: [9, 16, 20, 38, 40] + [1, 3] -> Sem prémio
   Aposta 61: [8, 12, 18, 19, 48] + [1, 3] -> Sem prémio
   Aposta 62: [6, 30, 31, 43, 46] + [1, 8] -> Sem prémio
   Aposta 63: [4, 7, 23, 33, 38] + [10, 11] -> Sem prémio
   Aposta 64: [5, 7, 17, 31, 46] + [3, 10] -> Sem prémio
   Aposta 65: [16, 27, 32, 36, 46] + [1, 11] -> Sem prémio
   Aposta 66: [8, 18, 34, 42, 48] + [5, 7] -> PRÉMIO 2+1
   Aposta 67: [5, 12, 22, 27, 34] + [3, 7] -> Sem prémio
   Aposta 68: [10, 36, 38, 42, 45] + [1, 7] -> Sem prémio
   Aposta 69: [12, 35, 37, 38, 42] + [5, 12] -> PRÉMIO 2+0
   Aposta 70: [13, 17, 36, 38, 40] + [1, 12] -> Sem prémio
   Aposta 71: [3, 6, 10, 21, 22] + [2, 11] -> Sem prémio
   Aposta 72: [1, 5, 9, 10, 23] + [4, 6] -> Sem prémio
   Aposta 73: [4, 20, 23, 37, 43] + [10, 11] -> Sem prémio
   Aposta 74: [9, 11, 21, 25, 36] + [1, 5] -> Sem prémio
   Aposta 75: [15, 17, 19, 34, 37] + [8, 12] -> PRÉMIO 3+0
   Aposta 76: [16, 31, 33, 42, 49] + [2, 5] -> Sem prémio
   Aposta 77: [19, 21, 32, 39, 41] + [4, 7] -> Sem prémio
   Aposta 78: [6, 7, 22, 35, 37] + [1, 7] -> Sem prémio
   Aposta 79: [9, 15, 20, 38, 40] + [7, 10] -> Sem prémio
   Aposta 80: [19, 35, 37, 39, 40] + [7, 11] -> Sem prémio
   Aposta 81: [4, 5, 20, 36, 50] + [6, 7] -> Sem prémio
   Aposta 82: [8, 18, 24, 36, 48] + [2, 8] -> Sem prémio
   Aposta 83: [7, 16, 27, 32, 43] + [2, 9] -> Sem prémio
   Aposta 84: [2, 9, 36, 45, 47] + [4, 5] -> Sem prémio
   Aposta 85: [1, 3, 7, 34, 48] + [5, 8] -> Sem prémio
   Aposta 86: [18, 23, 31, 32, 48] + [11, 12] -> Sem prémio
   Aposta 87: [4, 20, 23, 24, 28] + [1, 2] -> Sem prémio
   Aposta 88: [5, 14, 15, 26, 47] + [4, 5] -> Sem prémio
   Aposta 89: [12, 26, 31, 32, 47] + [1, 10] -> Sem prémio
   Aposta 90: [5, 9, 27, 28, 30] + [5, 6] -> Sem prémio
   Aposta 91: [6, 32, 42, 43, 50] + [4, 12] -> PRÉMIO 2+0
   Aposta 92: [13, 23, 38, 41, 47] + [2, 5] -> Sem prémio
   Aposta 93: [1, 15, 19, 41, 49] + [3, 12] -> Sem prémio
   Aposta 94: [3, 6, 8, 31, 39] + [3, 7] -> Sem prémio
   Aposta 95: [5, 8, 27, 33, 42] + [3, 6] -> Sem prémio
   Aposta 96: [5, 21, 22, 36, 49] + [8, 11] -> Sem prémio
   Aposta 97: [12, 37, 41, 46, 48] + [3, 4] -> Sem prémio
   Aposta 98: [1, 3, 8, 25, 33] + [8, 9] -> Sem prémio
   Aposta 99: [14, 16, 32, 37, 50] + [3, 10] -> PRÉMIO 2+0
   Aposta 100: [4, 18, 21, 24, 25] + [7, 8] -> Sem prémio

  Resumo dos prémios das 100 apostas:
   Prémio 3+0: 1 aposta(s)
   Prémio 2+1: 4 aposta(s)
   Prémio 2+0: 8 aposta(s)

Semana 2 - Chave Sorteada: Números [8, 23, 26, 32, 36] + Estrelas [9, 11]
  Apostas da semana:
   Aposta 01: [7, 11, 19, 23, 36] + [5, 6] -> PRÉMIO 2+0
   Aposta 02: [10, 12, 13, 19, 25] + [1, 12] -> Sem prémio
   Aposta 03: [16, 24, 37, 38, 41] + [11, 12] -> Sem prémio
   Aposta 04: [3, 18, 19, 26, 44] + [1, 8] -> Sem prémio
   Aposta 05: [23, 27, 30, 31, 34] + [10, 11] -> Sem prémio
   Aposta 06: [2, 35, 36, 38, 45] + [6, 11] -> Sem prémio
   Aposta 07: [9, 16, 45, 47, 48] + [3, 11] -> Sem prémio
   Aposta 08: [7, 16, 20, 27, 39] + [3, 12] -> Sem prémio
   Aposta 09: [15, 19, 25, 45, 49] + [6, 7] -> Sem prémio
   Aposta 10: [3, 6, 27, 30, 44] + [7, 8] -> Sem prémio
   Aposta 11: [9, 10, 16, 21, 27] + [8, 11] -> Sem prémio
   Aposta 12: [1, 19, 31, 32, 48] + [1, 9] -> Sem prémio
   Aposta 13: [14, 31, 38, 39, 40] + [11, 12] -> Sem prémio
   Aposta 14: [8, 21, 22, 28, 49] + [9, 12] -> Sem prémio
   Aposta 15: [26, 34, 36, 38, 47] + [9, 12] -> PRÉMIO 2+1
   Aposta 16: [5, 8, 9, 26, 41] + [6, 11] -> PRÉMIO 2+1
   Aposta 17: [7, 20, 36, 41, 42] + [2, 8] -> Sem prémio
   Aposta 18: [10, 11, 32, 33, 41] + [4, 12] -> Sem prémio
   Aposta 19: [4, 10, 14, 19, 30] + [1, 4] -> Sem prémio
   Aposta 20: [13, 15, 25, 41, 45] + [5, 11] -> Sem prémio
   Aposta 21: [22, 27, 40, 43, 46] + [9, 10] -> Sem prémio
   Aposta 22: [11, 17, 28, 29, 34] + [2, 8] -> Sem prémio
   Aposta 23: [13, 15, 30, 31, 32] + [2, 10] -> Sem prémio
   Aposta 24: [2, 8, 21, 29, 41] + [1, 10] -> Sem prémio
   Aposta 25: [6, 15, 20, 28, 46] + [4, 6] -> Sem prémio
   Aposta 26: [12, 14, 28, 29, 37] + [5, 8] -> Sem prémio
   Aposta 27: [14, 30, 42, 46, 47] + [9, 11] -> Sem prémio
   Aposta 28: [6, 8, 10, 14, 49] + [8, 12] -> Sem prémio
   Aposta 29: [4, 17, 22, 37, 49] + [3, 8] -> Sem prémio
   Aposta 30: [3, 26, 43, 45, 48] + [3, 5] -> Sem prémio
   Aposta 31: [3, 9, 21, 29, 36] + [1, 3] -> Sem prémio
   Aposta 32: [9, 19, 36, 38, 48] + [6, 11] -> Sem prémio
   Aposta 33: [15, 19, 23, 41, 43] + [3, 7] -> Sem prémio
   Aposta 34: [1, 17, 18, 31, 50] + [1, 3] -> Sem prémio
   Aposta 35: [7, 26, 29, 34, 43] + [1, 4] -> Sem prémio
   Aposta 36: [7, 8, 27, 31, 32] + [2, 5] -> PRÉMIO 2+0
   Aposta 37: [6, 39, 40, 41, 49] + [3, 4] -> Sem prémio
   Aposta 38: [6, 11, 22, 42, 50] + [1, 3] -> Sem prémio
   Aposta 39: [3, 5, 10, 21, 36] + [1, 6] -> Sem prémio
   Aposta 40: [1, 24, 36, 46, 50] + [2, 10] -> Sem prémio
   Aposta 41: [16, 26, 34, 40, 42] + [4, 8] -> Sem prémio
   Aposta 42: [9, 22, 26, 34, 37] + [9, 10] -> Sem prémio
   Aposta 43: [3, 17, 19, 22, 29] + [3, 6] -> Sem prémio
   Aposta 44: [12, 16, 26, 36, 48] + [7, 10] -> PRÉMIO 2+0
   Aposta 45: [14, 19, 30, 35, 41] + [3, 9] -> Sem prémio
   Aposta 46: [6, 7, 25, 34, 43] + [1, 12] -> Sem prémio
   Aposta 47: [3, 4, 7, 27, 43] + [6, 12] -> Sem prémio
   Aposta 48: [1, 22, 23, 32, 35] + [3, 9] -> PRÉMIO 2+1
   Aposta 49: [3, 13, 29, 33, 42] + [6, 10] -> Sem prémio
   Aposta 50: [16, 18, 32, 36, 41] + [10, 11] -> PRÉMIO 2+1
   Aposta 51: [28, 29, 30, 33, 43] + [3, 6] -> Sem prémio
   Aposta 52: [4, 6, 17, 42, 45] + [2, 7] -> Sem prémio
   Aposta 53: [14, 16, 29, 45, 50] + [5, 9] -> Sem prémio
   Aposta 54: [12, 24, 30, 41, 44] + [2, 4] -> Sem prémio
   Aposta 55: [16, 37, 39, 40, 42] + [2, 6] -> Sem prémio
   Aposta 56: [9, 18, 23, 38, 40] + [4, 11] -> Sem prémio
   Aposta 57: [7, 10, 14, 31, 32] + [3, 12] -> Sem prémio
   Aposta 58: [11, 12, 16, 26, 46] + [1, 8] -> Sem prémio
   Aposta 59: [11, 12, 22, 38, 47] + [4, 11] -> Sem prémio
   Aposta 60: [15, 27, 30, 44, 45] + [3, 4] -> Sem prémio
   Aposta 61: [10, 17, 44, 45, 50] + [1, 11] -> Sem prémio
   Aposta 62: [4, 28, 32, 42, 50] + [4, 7] -> Sem prémio
   Aposta 63: [1, 7, 11, 14, 20] + [4, 8] -> Sem prémio
   Aposta 64: [7, 11, 13, 14, 40] + [2, 5] -> Sem prémio
   Aposta 65: [21, 28, 37, 44, 49] + [4, 8] -> Sem prémio
   Aposta 66: [15, 21, 32, 35, 39] + [8, 12] -> Sem prémio
   Aposta 67: [8, 14, 24, 26, 41] + [10, 11] -> PRÉMIO 2+1
   Aposta 68: [8, 39, 45, 49, 50] + [6, 12] -> Sem prémio
   Aposta 69: [9, 17, 38, 40, 49] + [3, 11] -> Sem prémio
   Aposta 70: [1, 30, 32, 45, 47] + [4, 12] -> Sem prémio
   Aposta 71: [27, 33, 37, 42, 43] + [4, 10] -> Sem prémio
   Aposta 72: [9, 11, 34, 35, 38] + [2, 8] -> Sem prémio
   Aposta 73: [8, 10, 21, 30, 49] + [7, 11] -> Sem prémio
   Aposta 74: [5, 20, 27, 29, 34] + [5, 10] -> Sem prémio
   Aposta 75: [8, 34, 37, 42, 43] + [5, 7] -> Sem prémio
   Aposta 76: [5, 6, 11, 32, 33] + [1, 10] -> Sem prémio
   Aposta 77: [7, 23, 33, 36, 45] + [3, 10] -> PRÉMIO 2+0
   Aposta 78: [2, 25, 40, 43, 46] + [1, 4] -> Sem prémio
   Aposta 79: [6, 14, 36, 39, 50] + [9, 12] -> Sem prémio
   Aposta 80: [14, 37, 38, 44, 49] + [7, 8] -> Sem prémio
   Aposta 81: [4, 20, 27, 32, 33] + [6, 10] -> Sem prémio
   Aposta 82: [3, 6, 20, 35, 45] + [2, 9] -> Sem prémio
   Aposta 83: [18, 25, 28, 30, 48] + [2, 11] -> Sem prémio
   Aposta 84: [4, 6, 11, 19, 25] + [5, 8] -> Sem prémio
   Aposta 85: [3, 9, 17, 27, 50] + [3, 7] -> Sem prémio
   Aposta 86: [12, 16, 31, 32, 34] + [5, 10] -> Sem prémio
   Aposta 87: [6, 33, 36, 42, 46] + [6, 9] -> Sem prémio
   Aposta 88: [19, 23, 29, 40, 42] + [3, 7] -> Sem prémio
   Aposta 89: [22, 31, 32, 34, 39] + [1, 9] -> Sem prémio
   Aposta 90: [2, 21, 26, 30, 40] + [5, 12] -> Sem prémio
   Aposta 91: [15, 30, 33, 43, 47] + [2, 9] -> Sem prémio
   Aposta 92: [4, 14, 28, 38, 42] + [6, 7] -> Sem prémio
   Aposta 93: [32, 37, 44, 45, 49] + [3, 11] -> Sem prémio
   Aposta 94: [12, 23, 35, 40, 45] + [5, 10] -> Sem prémio
   Aposta 95: [5, 25, 33, 39, 45] + [5, 11] -> Sem prémio
   Aposta 96: [2, 4, 10, 44, 45] + [7, 9] -> Sem prémio
   Aposta 97: [5, 9, 10, 19, 26] + [2, 6] -> Sem prémio
   Aposta 98: [2, 12, 34, 36, 41] + [1, 11] -> Sem prémio
   Aposta 99: [12, 14, 22, 25, 40] + [2, 7] -> Sem prémio
   Aposta 100: [15, 20, 29, 30, 48] + [1, 11] -> Sem prémio

  Resumo dos prémios das 100 apostas:
   Prémio 2+1: 5 aposta(s)
   Prémio 2+0: 4 aposta(s)

Semana 3 - Chave Sorteada: Números [10, 23, 29, 44, 45] + Estrelas [6, 8]
  Apostas da semana:
   Aposta 01: [22, 31, 36, 43, 46] + [10, 12] -> Sem prémio
   Aposta 02: [21, 32, 33, 48, 49] + [2, 9] -> Sem prémio
   Aposta 03: [8, 9, 17, 33, 39] + [3, 12] -> Sem prémio
   Aposta 04: [3, 20, 23, 45, 46] + [10, 11] -> PRÉMIO 2+0
   Aposta 05: [7, 15, 19, 29, 38] + [2, 11] -> Sem prémio
   Aposta 06: [11, 12, 17, 32, 49] + [2, 6] -> Sem prémio
   Aposta 07: [5, 8, 23, 27, 43] + [7, 9] -> Sem prémio
   Aposta 08: [8, 15, 17, 21, 27] + [3, 6] -> Sem prémio
   Aposta 09: [8, 17, 26, 27, 28] + [3, 8] -> Sem prémio
   Aposta 10: [1, 13, 27, 30, 47] + [9, 12] -> Sem prémio
   Aposta 11: [7, 12, 18, 22, 46] + [11, 12] -> Sem prémio
   Aposta 12: [6, 8, 24, 41, 45] + [5, 10] -> Sem prémio
   Aposta 13: [4, 20, 36, 38, 44] + [9, 11] -> Sem prémio
   Aposta 14: [13, 28, 34, 40, 48] + [1, 8] -> Sem prémio
   Aposta 15: [1, 5, 28, 29, 43] + [8, 9] -> Sem prémio
   Aposta 16: [6, 9, 12, 17, 49] + [5, 10] -> Sem prémio
   Aposta 17: [2, 4, 39, 42, 45] + [6, 12] -> Sem prémio
   Aposta 18: [3, 12, 15, 18, 38] + [7, 10] -> Sem prémio
   Aposta 19: [16, 22, 24, 43, 45] + [1, 10] -> Sem prémio
   Aposta 20: [15, 26, 33, 40, 43] + [1, 7] -> Sem prémio
   Aposta 21: [7, 9, 10, 28, 34] + [4, 11] -> Sem prémio
   Aposta 22: [6, 13, 17, 36, 50] + [4, 8] -> Sem prémio
   Aposta 23: [16, 29, 37, 43, 47] + [6, 12] -> Sem prémio
   Aposta 24: [22, 23, 34, 36, 46] + [3, 6] -> Sem prémio
   Aposta 25: [15, 25, 30, 39, 41] + [6, 11] -> Sem prémio
   Aposta 26: [9, 15, 20, 24, 29] + [4, 6] -> Sem prémio
   Aposta 27: [27, 37, 39, 46, 49] + [4, 10] -> Sem prémio
   Aposta 28: [7, 25, 28, 44, 50] + [1, 3] -> Sem prémio
   Aposta 29: [7, 29, 36, 37, 44] + [2, 7] -> PRÉMIO 2+0
   Aposta 30: [7, 12, 17, 23, 38] + [3, 4] -> Sem prémio
   Aposta 31: [4, 12, 24, 41, 48] + [4, 7] -> Sem prémio
   Aposta 32: [28, 31, 33, 46, 47] + [3, 7] -> Sem prémio
   Aposta 33: [12, 20, 28, 38, 44] + [2, 7] -> Sem prémio
   Aposta 34: [16, 19, 35, 44, 47] + [4, 12] -> Sem prémio
   Aposta 35: [10, 13, 26, 44, 50] + [8, 9] -> PRÉMIO 2+1
   Aposta 36: [3, 19, 23, 27, 36] + [1, 2] -> Sem prémio
   Aposta 37: [8, 22, 38, 42, 46] + [4, 5] -> Sem prémio
   Aposta 38: [4, 12, 16, 17, 46] + [6, 11] -> Sem prémio
   Aposta 39: [6, 20, 34, 47, 49] + [7, 9] -> Sem prémio
   Aposta 40: [14, 21, 26, 43, 45] + [7, 12] -> Sem prémio
   Aposta 41: [7, 11, 25, 33, 48] + [6, 9] -> Sem prémio
   Aposta 42: [6, 15, 17, 22, 37] + [6, 7] -> Sem prémio
   Aposta 43: [2, 9, 14, 22, 30] + [7, 10] -> Sem prémio
   Aposta 44: [19, 32, 38, 45, 49] + [4, 7] -> Sem prémio
   Aposta 45: [2, 7, 16, 17, 47] + [3, 10] -> Sem prémio
   Aposta 46: [3, 10, 21, 23, 42] + [6, 11] -> PRÉMIO 2+1
   Aposta 47: [1, 10, 33, 38, 49] + [2, 11] -> Sem prémio
   Aposta 48: [17, 18, 22, 32, 35] + [1, 7] -> Sem prémio
   Aposta 49: [9, 11, 14, 34, 40] + [2, 7] -> Sem prémio
   Aposta 50: [17, 22, 42, 43, 48] + [7, 11] -> Sem prémio
   Aposta 51: [6, 25, 32, 34, 44] + [4, 7] -> Sem prémio
   Aposta 52: [7, 25, 31, 37, 45] + [4, 11] -> Sem prémio
   Aposta 53: [7, 8, 23, 24, 33] + [6, 8] -> PRÉMIO 1+2
   Aposta 54: [2, 8, 16, 22, 23] + [4, 5] -> Sem prémio
   Aposta 55: [4, 12, 18, 30, 49] + [4, 5] -> Sem prémio
   Aposta 56: [1, 17, 24, 30, 35] + [1, 7] -> Sem prémio
   Aposta 57: [21, 26, 35, 37, 40] + [3, 4] -> Sem prémio
   Aposta 58: [7, 19, 32, 39, 44] + [3, 4] -> Sem prémio
   Aposta 59: [16, 21, 25, 31, 48] + [1, 7] -> Sem prémio
   Aposta 60: [3, 12, 15, 32, 34] + [2, 7] -> Sem prémio
   Aposta 61: [1, 14, 30, 36, 37] + [4, 7] -> Sem prémio
   Aposta 62: [3, 26, 28, 36, 43] + [4, 9] -> Sem prémio
   Aposta 63: [9, 13, 23, 44, 49] + [5, 12] -> PRÉMIO 2+0
   Aposta 64: [2, 10, 16, 18, 21] + [7, 11] -> Sem prémio
   Aposta 65: [4, 13, 40, 43, 46] + [2, 12] -> Sem prémio
   Aposta 66: [11, 18, 41, 47, 48] + [2, 12] -> Sem prémio
   Aposta 67: [5, 7, 12, 37, 47] + [2, 8] -> Sem prémio
   Aposta 68: [25, 26, 30, 35, 42] + [1, 8] -> Sem prémio
   Aposta 69: [3, 18, 20, 29, 48] + [5, 10] -> Sem prémio
   Aposta 70: [18, 30, 34, 36, 47] + [8, 11] -> Sem prémio
   Aposta 71: [8, 22, 24, 31, 43] + [1, 2] -> Sem prémio
   Aposta 72: [10, 12, 31, 39, 42] + [3, 9] -> Sem prémio
   Aposta 73: [7, 22, 28, 36, 44] + [5, 8] -> Sem prémio
   Aposta 74: [6, 10, 23, 27, 37] + [1, 3] -> PRÉMIO 2+0
   Aposta 75: [4, 31, 32, 37, 41] + [2, 8] -> Sem prémio
   Aposta 76: [12, 20, 26, 38, 47] + [1, 3] -> Sem prémio
   Aposta 77: [2, 6, 26, 27, 47] + [6, 8] -> Sem prémio
   Aposta 78: [10, 12, 17, 43, 45] + [6, 12] -> PRÉMIO 2+1
   Aposta 79: [2, 8, 10, 24, 49] + [9, 10] -> Sem prémio
   Aposta 80: [16, 18, 22, 27, 38] + [10, 11] -> Sem prémio
   Aposta 81: [4, 10, 17, 33, 45] + [2, 5] -> PRÉMIO 2+0
   Aposta 82: [11, 12, 18, 44, 45] + [8, 11] -> PRÉMIO 2+1
   Aposta 83: [15, 24, 32, 37, 43] + [3, 11] -> Sem prémio
   Aposta 84: [12, 23, 27, 29, 43] + [5, 10] -> PRÉMIO 2+0
   Aposta 85: [5, 10, 25, 26, 40] + [1, 3] -> Sem prémio
   Aposta 86: [4, 15, 19, 21, 40] + [4, 6] -> Sem prémio
   Aposta 87: [3, 14, 25, 48, 49] + [8, 11] -> Sem prémio
   Aposta 88: [3, 5, 22, 39, 46] + [1, 8] -> Sem prémio
   Aposta 89: [12, 19, 43, 46, 49] + [7, 11] -> Sem prémio
   Aposta 90: [9, 12, 29, 31, 36] + [6, 11] -> Sem prémio
   Aposta 91: [2, 20, 28, 34, 41] + [5, 11] -> Sem prémio
   Aposta 92: [2, 19, 35, 38, 49] + [5, 6] -> Sem prémio
   Aposta 93: [5, 16, 20, 25, 48] + [10, 12] -> Sem prémio
   Aposta 94: [9, 13, 14, 29, 47] + [2, 8] -> Sem prémio
   Aposta 95: [13, 19, 20, 23, 40] + [2, 11] -> Sem prémio
   Aposta 96: [31, 42, 43, 45, 47] + [2, 7] -> Sem prémio
   Aposta 97: [2, 17, 27, 38, 39] + [4, 8] -> Sem prémio
   Aposta 98: [3, 7, 16, 19, 40] + [2, 4] -> Sem prémio
   Aposta 99: [4, 8, 15, 40, 47] + [7, 8] -> Sem prémio
   Aposta 100: [8, 20, 23, 38, 47] + [5, 11] -> Sem prémio

  Resumo dos prémios das 100 apostas:
   Prémio 2+1: 4 aposta(s)
   Prémio 2+0: 6 aposta(s)
   Prémio 1+2: 1 aposta(s)

Semana 4 - Chave Sorteada: Números [2, 12, 31, 43, 45] + Estrelas [3, 5]
  Apostas da semana:
   Aposta 01: [4, 6, 8, 24, 26] + [9, 11] -> Sem prémio
   Aposta 02: [1, 10, 17, 23, 27] + [3, 4] -> Sem prémio
   Aposta 03: [3, 34, 44, 46, 50] + [3, 7] -> Sem prémio
   Aposta 04: [15, 25, 29, 37, 45] + [2, 7] -> Sem prémio
   Aposta 05: [11, 19, 26, 28, 34] + [6, 9] -> Sem prémio
   Aposta 06: [8, 27, 36, 42, 47] + [6, 10] -> Sem prémio
   Aposta 07: [17, 35, 36, 37, 48] + [3, 8] -> Sem prémio
   Aposta 08: [6, 8, 18, 31, 48] + [1, 9] -> Sem prémio
   Aposta 09: [2, 29, 33, 35, 47] + [5, 6] -> Sem prémio
   Aposta 10: [9, 10, 15, 49, 50] + [9, 11] -> Sem prémio
   Aposta 11: [7, 15, 22, 32, 46] + [2, 4] -> Sem prémio
   Aposta 12: [29, 32, 34, 40, 41] + [5, 9] -> Sem prémio
   Aposta 13: [6, 11, 20, 25, 42] + [2, 8] -> Sem prémio
   Aposta 14: [12, 13, 16, 19, 27] + [5, 10] -> Sem prémio
   Aposta 15: [4, 11, 14, 25, 41] + [8, 11] -> Sem prémio
   Aposta 16: [3, 14, 21, 32, 38] + [1, 11] -> Sem prémio
   Aposta 17: [4, 11, 17, 20, 32] + [9, 10] -> Sem prémio
   Aposta 18: [24, 32, 40, 48, 50] + [2, 12] -> Sem prémio
   Aposta 19: [2, 3, 11, 32, 45] + [8, 12] -> PRÉMIO 2+0
   Aposta 20: [15, 16, 35, 41, 50] + [1, 9] -> Sem prémio
   Aposta 21: [6, 15, 23, 26, 41] + [9, 10] -> Sem prémio
   Aposta 22: [9, 11, 20, 27, 46] + [3, 10] -> Sem prémio
   Aposta 23: [3, 7, 9, 46, 49] + [2, 12] -> Sem prémio
   Aposta 24: [1, 6, 11, 18, 38] + [2, 4] -> Sem prémio
   Aposta 25: [7, 11, 18, 19, 43] + [2, 9] -> Sem prémio
   Aposta 26: [2, 17, 19, 21, 28] + [1, 6] -> Sem prémio
   Aposta 27: [2, 9, 20, 33, 38] + [8, 11] -> Sem prémio
   Aposta 28: [3, 11, 29, 39, 47] + [1, 11] -> Sem prémio
   Aposta 29: [4, 5, 31, 34, 40] + [5, 8] -> Sem prémio
   Aposta 30: [13, 28, 31, 38, 49] + [2, 5] -> Sem prémio
   Aposta 31: [13, 19, 24, 35, 45] + [6, 9] -> Sem prémio
   Aposta 32: [2, 10, 18, 29, 42] + [7, 8] -> Sem prémio
   Aposta 33: [2, 10, 14, 15, 21] + [2, 11] -> Sem prémio
   Aposta 34: [7, 25, 27, 46, 50] + [8, 11] -> Sem prémio
   Aposta 35: [1, 17, 20, 32, 41] + [9, 10] -> Sem prémio
   Aposta 36: [6, 9, 13, 21, 46] + [6, 8] -> Sem prémio
   Aposta 37: [4, 13, 15, 25, 37] + [1, 11] -> Sem prémio
   Aposta 38: [9, 25, 27, 38, 46] + [6, 11] -> Sem prémio
   Aposta 39: [19, 22, 25, 38, 50] + [3, 5] -> Sem prémio
